transaction_id,customer_id,timestamp,amount,currency,device_id,is_fraud,tx_date,tx_hour,tx_dayofweek,tx_is_weekend,amount_log,cust_day_txn_count,cust_day_total_amount,cust_total_txn_count,cust_avg_amount,country__CN,country__DE,country__GB,country__IN,country__MX,country__US,merchant_category__CLOTHING,merchant_category__CRYPTO_EXCHANGE,merchant_category__ELECTRONICS,merchant_category__GAMBLING,merchant_category__GROCERIES,merchant_category__ONLINE_SUBSCRIPTION,merchant_category__RESTAURANT,merchant_category__TRAVEL,merchant_category__UTILITY_BILL,channel__MOBILE,channel__ONLINE,channel__POS,model_anomaly_score,model_anomaly_flag,country_label,merchant_category_label,channel_label,rule_R1_flag,rule_R2_flag,rule_R3_flag,rule_R4_flag
T0010283,C00002,2025-11-07 09:47:41.227951,12.09,USD,D0394,0,2025-11-07,9,4,0,2.5718485799218085,1,12.09,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.0989233424234984,0,US,RESTAURANT,MOBILE,0,0,0,0
T0013569,C00002,2025-11-09 09:29:00.227951,29.81,USD,D0075,0,2025-11-09,9,6,1,3.4278393126085764,1,29.81,31,26.608709677419355,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.1201818577570476,0,OTHER,RESTAURANT,POS,0,0,0,0
T0003486,C00002,2025-11-13 00:55:30.227951,7.95,USD,D0304,0,2025-11-13,0,3,0,2.191653532286764,1,7.95,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.1185264584968278,0,US,RESTAURANT,POS,0,0,0,0
T0006255,C00002,2025-11-19 15:48:37.227951,11.69,USD,D0372,0,2025-11-19,15,2,0,2.540814281726296,1,11.69,31,26.608709677419355,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.08127417677574,0,DE,ONLINE_SUBSCRIPTION,POS,0,0,0,0
T0008210,C00002,2025-11-20 08:03:21.227951,4.71,USD,D0246,0,2025-11-20,8,3,0,1.742219023667919,1,4.71,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.1301451638568803,0,US,RESTAURANT,POS,0,0,0,0
T0013501,C00002,2025-11-21 21:12:59.227951,28.16,USD,D0265,0,2025-11-21,21,4,0,3.372797907140457,1,28.16,31,26.608709677419355,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.0776966489960111,0,DE,UTILITY_BILL,POS,0,0,0,0
T0014409,C00002,2025-11-22 02:46:33.227951,2.36,USD,D0199,0,2025-11-22,2,5,1,1.2119409739751128,1,2.36,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-0.0711353354889223,0,US,ONLINE_SUBSCRIPTION,POS,0,0,0,0
T0001689,C00002,2025-11-24 22:42:04.227951,96.14,USD,D0365,0,2025-11-24,22,0,0,4.576153236917599,1,96.14,31,26.608709677419355,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.0707603629529219,0,US,CLOTHING,POS,0,0,0,0
T0000671,C00002,2025-11-25 09:42:27.227951,11.21,USD,D0203,0,2025-11-25,9,1,0,2.502255288122613,1,11.21,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.1612100182552235,0,US,OTHER,POS,0,0,0,0
T0014779,C00002,2025-11-26 23:41:36.227951,4.56,USD,D0086,0,2025-11-26,23,2,0,1.715598108262491,1,4.56,31,26.608709677419355,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.0719227498777537,0,DE,ELECTRONICS,POS,0,0,0,0
T0005912,C00002,2025-11-30 19:49:57.227951,14.19,USD,D0116,0,2025-11-30,19,6,1,2.7206373166076814,1,14.19,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.1136831994736972,0,US,GROCERIES,OTHER,0,0,0,0
T0010193,C00002,2025-12-03 03:47:23.227951,52.17,USD,D0009,0,2025-12-03,3,2,0,3.973494327516247,1,52.17,31,26.608709677419355,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.0752031828024021,0,MX,GROCERIES,ONLINE,0,0,0,0
T0002833,C00003,2025-09-09 17:14:36.227951,135.01,USD,D0319,0,2025-09-09,17,1,0,4.912728412444662,1,135.01,36,61.175,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,-0.0179405183954455,0,US,GROCERIES,MOBILE,0,0,0,0
T0007976,C00003,2025-09-11 04:36:36.227951,52.71,USD,D0020,0,2025-09-11,4,3,0,3.983599203917368,4,97.27,36,61.175,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.0183134889559927,0,OTHER,ONLINE_SUBSCRIPTION,ONLINE,0,0,0,0
T0008688,C00003,2025-09-11 11:20:46.227951,6.14,USD,D0262,0,2025-09-11,11,3,0,1.965712776351493,4,97.27,36,61.175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.007662094120912,1,IN,RESTAURANT,ONLINE,0,0,0,0
T0008731,C00003,2025-09-11 16:06:27.227951,15.47,USD,D0034,0,2025-09-11,16,3,0,2.8015405441895487,4,97.27,36,61.175,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0113875316773721,1,US,TRAVEL,MOBILE,0,0,0,0
T0001799,C00003,2025-09-11 23:00:07.227951,22.95,USD,D0157,0,2025-09-11,23,3,0,3.175968323856924,4,97.27,36,61.175,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0331693600540112,1,IN,ELECTRONICS,MOBILE,0,0,0,0
T0000649,C00003,2025-09-13 04:47:13.227951,7.53,USD,D0136,0,2025-09-13,4,5,1,2.143589361503588,1,7.53,36,61.175,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.0319589768847768,0,CN,GROCERIES,ONLINE,0,0,0,0
T0002853,C00003,2025-09-14 09:13:27.227951,25.94,USD,D0242,0,2025-09-14,9,6,1,3.293612170982218,3,100.39,36,61.175,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0381751690748144,1,MX,GROCERIES,MOBILE,0,0,0,0
T0006343,C00003,2025-09-14 12:32:20.227951,53.63,USD,D0036,0,2025-09-14,12,6,1,4.000583182407627,3,100.39,36,61.175,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0107931804125661,1,OTHER,GAMBLING,MOBILE,0,0,0,0
T0004271,C00003,2025-09-14 23:36:11.227951,20.82,USD,D0096,0,2025-09-14,23,6,1,3.0828269804049246,3,100.39,36,61.175,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0448231630163326,1,GB,ONLINE_SUBSCRIPTION,MOBILE,0,0,0,0
T0007092,C00003,2025-09-19 19:32:25.227951,17.64,USD,D0394,0,2025-09-19,19,4,0,2.925309809257445,1,17.64,36,61.175,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.0927998858400816,0,OTHER,ELECTRONICS,POS,0,0,0,0
T0007045,C00003,2025-09-22 17:42:13.227951,69.42,USD,D0150,0,2025-09-22,17,0,0,4.254477313726906,1,69.42,36,61.175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.0285714114571323,0,OTHER,UTILITY_BILL,MOBILE,0,0,0,0
T0003142,C00003,2025-09-25 19:38:48.227951,86.73,USD,D0218,0,2025-09-25,19,3,0,4.474263916140292,1,86.73,36,61.175,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.0277365450966114,0,DE,CLOTHING,ONLINE,0,0,0,0
T0002465,C00003,2025-09-26 04:09:40.227951,160.37,USD,D0316,0,2025-09-26,4,4,0,5.083699864953261,1,160.37,36,61.175,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-0.0177264585201425,0,US,ONLINE_SUBSCRIPTION,ONLINE,0,0,0,0
T0005169,C00003,2025-09-29 08:25:26.227951,135.39,USD,D0083,0,2025-09-29,8,0,0,4.915518428938784,1,135.39,36,61.175,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.0571047862248765,0,OTHER,RESTAURANT,POS,0,0,0,0
T0012224,C00003,2025-10-01 08:15:51.227951,28.55,USD,D0368,0,2025-10-01,8,2,0,3.386083743852107,1,28.55,36,61.175,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.0976037619877236,0,US,GROCERIES,ONLINE,0,0,0,0
T0001133,C00003,2025-10-02 06:14:04.227951,242.08,USD,D0022,0,2025-10-02,6,3,0,5.493390607267155,1,242.08,36,61.175,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0289546645297115,1,GB,UTILITY_BILL,OTHER,0,0,0,0
T0013847,C00003,2025-10-08 15:48:50.227951,55.41,USD,D0166,0,2025-10-08,15,2,0,4.032646447751885,1,55.41,36,61.175,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.0422642199325241,0,GB,TRAVEL,POS,0,0,0,0
T0012744,C00003,2025-10-13 09:41:38.227951,23.91,USD,D0257,0,2025-10-13,9,0,0,3.215269329274089,1,23.91,36,61.175,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,-0.0528073020933814,0,US,GROCERIES,MOBILE,0,0,0,0
T0000933,C00003,2025-10-18 12:10:11.227951,1.75,USD,D0160,0,2025-10-18,12,5,1,1.01160091167848,1,1.75,36,61.175,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.0399360339729861,0,US,TRAVEL,OTHER,0,0,0,0
T0000717,C00003,2025-10-21 04:04:27.227951,38.74,USD,D0058,0,2025-10-21,4,1,0,3.682358237123671,1,38.74,36,61.175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.0795712880062525,0,OTHER,UTILITY_BILL,POS,0,0,0,0
T0011732,C00003,2025-10-23 18:36:35.227951,10.26,USD,D0077,0,2025-10-23,18,3,0,2.421256622711544,1,10.26,36,61.175,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.0492160731630606,0,IN,CRYPTO_EXCHANGE,POS,0,0,0,0
T0005805,C00003,2025-10-25 02:32:55.227951,13.84,USD,D0218,0,2025-10-25,2,5,1,2.6973262377392344,1,13.84,36,61.175,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.0193812916941575,0,DE,UTILITY_BILL,ONLINE,0,0,0,0
T0001225,C00003,2025-10-26 15:03:06.227951,4.43,USD,D0261,0,2025-10-26,15,6,1,1.691939133945844,1,4.43,36,61.175,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.0267043308372864,0,CN,CLOTHING,OTHER,0,0,0,0
T0000882,C00003,2025-10-27 02:57:40.227951,92.63,USD,D0121,0,2025-10-27,2,0,0,4.539350844950798,1,92.63,36,61.175,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.0653167172125918,0,US,RESTAURANT,POS,0,0,0,0
T0003542,C00003,2025-10-31 23:25:13.227951,329.32,USD,D0266,1,2025-10-31,23,4,0,5.800061881577835,1,329.32,36,61.175,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0398007432082083,1,GB,ELECTRONICS,POS,0,0,0,0
T0006437,C00003,2025-11-05 11:17:44.227951,129.02,USD,D0278,0,2025-11-05,11,2,0,4.867688284776323,1,129.02,36,61.175,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.0555335935072942,0,US,RESTAURANT,ONLINE,0,0,0,0
T0002403,C00003,2025-11-06 03:15:40.227951,14.93,USD,D0061,0,2025-11-06,3,3,0,2.768204123921957,1,14.93,36,61.175,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.0553527983141446,0,IN,TRAVEL,ONLINE,0,0,0,0
T0010680,C00003,2025-11-11 21:05:04.227951,115.21,USD,D0255,0,2025-11-11,21,1,0,4.755398899234782,1,115.21,36,61.175,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.0232850004754298,0,US,GAMBLING,OTHER,0,0,0,0
T0011420,C00003,2025-11-14 19:40:28.227951,54.7,USD,D0119,0,2025-11-14,19,4,0,4.019980146933238,1,54.7,36,61.175,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.1155690732375649,0,US,OTHER,OTHER,0,0,0,0
T0002944,C00003,2025-11-16 15:38:26.227951,22.98,USD,D0248,0,2025-11-16,15,6,1,3.177220149599368,1,22.98,36,61.175,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.0324461360835995,0,GB,UTILITY_BILL,POS,0,0,0,0
T0010311,C00003,2025-11-24 09:31:38.227951,23.53,USD,D0108,0,2025-11-24,9,0,0,3.199896858270398,1,23.53,36,61.175,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-0.0133785255264965,0,DE,ONLINE_SUBSCRIPTION,MOBILE,0,0,0,0
T0008880,C00003,2025-11-26 00:33:24.227951,9.61,USD,D0349,0,2025-11-26,0,2,0,2.3617969526258915,1,9.61,36,61.175,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.0387655193312891,0,OTHER,GAMBLING,MOBILE,0,0,0,0
T0009105,C00003,2025-11-29 04:09:51.227951,111.28,USD,D0040,0,2025-11-29,4,5,1,4.720995751493682,2,132.35,36,61.175,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.0039819678107843,0,IN,GROCERIES,OTHER,0,0,0,0
T0009955,C00003,2025-11-29 09:50:01.227951,21.07,USD,D0057,0,2025-11-29,9,5,1,3.094219220268645,2,132.35,36,61.175,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.0099681993259804,0,CN,ELECTRONICS,ONLINE,0,0,0,0
T0004361,C00003,2025-12-01 14:34:42.227951,19.21,USD,D0369,0,2025-12-01,14,0,0,3.00617753141553,1,19.21,36,61.175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.0740094768148929,0,IN,RESTAURANT,OTHER,0,0,0,0
T0003496,C00003,2025-12-03 05:21:02.227951,30.09,USD,D0399,0,2025-12-03,5,2,0,3.4368862240706624,1,30.09,36,61.175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.0815148154001049,0,IN,RESTAURANT,POS,0,0,0,0
T0007595,C00004,2025-09-06 18:46:07.227951,3.7,USD,D0289,0,2025-09-06,18,5,1,1.547562508716013,1,3.7,32,38.458125,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.0420643774061891,0,MX,TRAVEL,POS,0,0,0,0
T0002801,C00004,2025-09-11 05:52:40.227951,70.05,USD,D0119,0,2025-09-11,5,3,0,4.263383854543109,1,70.05,32,38.458125,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.1103837719824114,0,US,RESTAURANT,ONLINE,0,0,0,0
