transaction_id,customer_id,timestamp,amount,currency,device_id,is_fraud,tx_date,tx_hour,tx_dayofweek,tx_is_weekend,amount_log,cust_day_txn_count,cust_day_total_amount,cust_total_txn_count,cust_avg_amount,country__CN,country__DE,country__GB,country__IN,country__MX,country__US,merchant_category__CLOTHING,merchant_category__CRYPTO_EXCHANGE,merchant_category__ELECTRONICS,merchant_category__GAMBLING,merchant_category__GROCERIES,merchant_category__ONLINE_SUBSCRIPTION,merchant_category__RESTAURANT,merchant_category__TRAVEL,merchant_category__UTILITY_BILL,channel__MOBILE,channel__ONLINE,channel__POS,model_anomaly_score,model_anomaly_flag
T0006288,C00001,2025-10-21 22:58:00.227951,18.15,USD,D0274,0,2025-10-21,22,1,0,2.952302715626655,1,18.15,22,57.07409090909091,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.07215063457158172,0
T0002187,C00001,2025-10-24 22:25:46.227951,25.86,USD,D0351,0,2025-10-24,22,4,0,3.2906381910950917,1,25.86,22,57.07409090909091,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.08867126624628069,0
T0005529,C00001,2025-11-02 15:10:53.227951,15.59,USD,D0213,0,2025-11-02,15,6,1,2.808800104202353,2,24.509999999999998,22,57.07409090909091,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.06411705629916331,0
T0009652,C00001,2025-11-02 20:43:21.227951,8.92,USD,D0072,0,2025-11-02,20,6,1,2.2945529212967815,2,24.509999999999998,22,57.07409090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.04610916542300564,0
T0004982,C00001,2025-11-06 04:11:10.227951,52.8,USD,D0193,0,2025-11-06,4,3,0,3.9852734671677386,1,52.8,22,57.07409090909091,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.04612085412455813,0
T0009398,C00001,2025-11-11 01:16:13.227951,123.03,USD,D0388,0,2025-11-11,1,1,0,4.820523471827238,1,123.03,22,57.07409090909091,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.03958298961891599,0
T0007163,C00001,2025-11-12 13:19:15.227951,15.55,USD,D0369,0,2025-11-12,13,2,0,2.806386101823072,1,15.55,22,57.07409090909091,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.0979056384906089,0
T0014218,C00001,2025-11-14 13:34:11.227951,19.56,USD,D0234,0,2025-11-14,13,4,0,3.0233474405869645,1,19.56,22,57.07409090909091,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.0937186198665263,0
T0012998,C00001,2025-11-15 02:09:33.227951,52.45,USD,D0109,0,2025-11-15,2,5,1,3.9787466374710543,1,52.45,22,57.07409090909091,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.011084254405984262,0
T0003396,C00001,2025-11-16 22:02:44.227951,0.77,USD,D0356,0,2025-11-16,22,6,1,0.5709795465857378,1,0.77,22,57.07409090909091,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.006456121790627045,1
T0011660,C00001,2025-11-28 04:18:40.227951,2.25,USD,D0168,0,2025-11-28,4,4,0,1.1786549963416462,1,2.25,22,57.07409090909091,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.01501632046807666,0
T0005219,C00001,2025-11-29 13:02:43.227951,9.58,USD,D0078,0,2025-11-29,13,5,1,2.3589654264301534,1,9.58,22,57.07409090909091,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.07166143611902609,0
T0009229,C00002,2025-09-06 19:09:56.227951,75.07,USD,D0228,0,2025-09-06,19,5,1,4.33165396900921,1,75.07,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.10517408690153557,0
T0002131,C00002,2025-09-07 15:24:48.227951,33.82,USD,D0014,0,2025-09-07,15,6,1,3.550191934340043,1,33.82,31,26.608709677419355,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.07459079160459198,0
T0013824,C00002,2025-09-26 23:04:10.227951,11.35,USD,D0166,0,2025-09-26,23,4,0,2.513656063073986,1,11.35,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-0.10557478916990459,0
T0001560,C00002,2025-09-30 23:03:24.227951,20.77,USD,D0281,0,2025-09-30,23,1,0,3.080532875246456,1,20.77,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.12097758883358684,0
T0003049,C00002,2025-10-01 12:56:34.227951,5.89,USD,D0225,0,2025-10-01,12,2,0,1.9300710850255671,2,24.89,31,26.608709677419355,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.07503548909834312,0
T0011226,C00002,2025-10-01 14:58:02.227951,19.0,USD,D0297,0,2025-10-01,14,2,0,2.995732273553991,2,24.89,31,26.608709677419355,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.09435321351988313,0
T0007851,C00002,2025-10-02 14:30:19.227951,2.72,USD,D0371,0,2025-10-02,14,3,0,1.3137236682850553,1,2.72,31,26.608709677419355,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.1011837389449457,0
T0012217,C00002,2025-10-06 17:15:20.227951,20.23,USD,D0191,0,2025-10-06,17,0,0,3.055415275715165,1,20.23,31,26.608709677419355,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.08000644866868895,0
T0009033,C00002,2025-10-09 05:16:49.227951,11.08,USD,D0290,0,2025-10-09,5,3,0,2.4915511925066687,1,11.08,31,26.608709677419355,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,-0.11998608211363804,0
T0012841,C00002,2025-10-11 22:47:53.227951,9.72,USD,D0162,0,2025-10-11,22,5,1,2.372111155642656,1,9.72,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.11278700471436204,0
T0004883,C00002,2025-10-17 23:17:03.227951,7.78,USD,D0197,0,2025-10-17,23,4,0,2.1724764076470255,1,7.78,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-0.09907867149536859,0
T0000409,C00002,2025-10-19 05:49:38.227951,118.77,USD,D0021,0,2025-10-19,5,6,1,4.785573236959415,1,118.77,31,26.608709677419355,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.05087520777025317,0
T0003411,C00002,2025-10-21 20:31:15.227951,68.63,USD,D0233,0,2025-10-21,20,1,0,4.2431955089544555,1,68.63,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,-0.057443173064716635,0
T0002956,C00002,2025-10-22 12:08:16.227951,11.24,USD,D0162,0,2025-10-22,12,2,0,2.50470927708418,1,11.24,31,26.608709677419355,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.09168955551382346,0
T0009709,C00002,2025-10-28 00:23:07.227951,39.55,USD,D0001,0,2025-10-28,0,1,0,3.702535780561422,2,46.29,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.09803748899999803,0
T0009463,C00002,2025-10-28 18:41:07.227951,6.74,USD,D0280,0,2025-10-28,18,1,0,2.046401687601636,2,46.29,31,26.608709677419355,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,-0.10251544994955147,0
T0007460,C00002,2025-11-03 06:55:59.227951,52.04,USD,D0303,0,2025-11-03,6,0,0,3.971046345877607,1,52.04,31,26.608709677419355,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.0689991079056646,0
T0008695,C00002,2025-11-05 12:08:32.227951,25.74,USD,D0138,0,2025-11-05,12,2,0,3.286160571673797,1,25.74,31,26.608709677419355,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.10251030304702408,0
T0000317,C00002,2025-11-06 09:08:02.227951,9.69,USD,D0106,0,2025-11-06,9,3,0,2.3693087250369538,1,9.69,31,26.608709677419355,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.0953809432848246,0
T0010283,C00002,2025-11-07 09:47:41.227951,12.09,USD,D0394,0,2025-11-07,9,4,0,2.5718485799218085,1,12.09,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.09892334242349848,0
T0013569,C00002,2025-11-09 09:29:00.227951,29.81,USD,D0075,0,2025-11-09,9,6,1,3.4278393126085764,1,29.81,31,26.608709677419355,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.1201818577570476,0
T0003486,C00002,2025-11-13 00:55:30.227951,7.95,USD,D0304,0,2025-11-13,0,3,0,2.191653532286764,1,7.95,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.11852645849682786,0
T0006255,C00002,2025-11-19 15:48:37.227951,11.69,USD,D0372,0,2025-11-19,15,2,0,2.540814281726296,1,11.69,31,26.608709677419355,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.08127417677574,0
T0008210,C00002,2025-11-20 08:03:21.227951,4.71,USD,D0246,0,2025-11-20,8,3,0,1.742219023667919,1,4.71,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.13014516385688035,0
T0013501,C00002,2025-11-21 21:12:59.227951,28.16,USD,D0265,0,2025-11-21,21,4,0,3.3727979071404572,1,28.16,31,26.608709677419355,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.07769664899601114,0
T0014409,C00002,2025-11-22 02:46:33.227951,2.36,USD,D0199,0,2025-11-22,2,5,1,1.2119409739751128,1,2.36,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-0.07113533548892237,0
T0001689,C00002,2025-11-24 22:42:04.227951,96.14,USD,D0365,0,2025-11-24,22,0,0,4.576153236917599,1,96.14,31,26.608709677419355,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.07076036295292193,0
T0000671,C00002,2025-11-25 09:42:27.227951,11.21,USD,D0203,0,2025-11-25,9,1,0,2.502255288122613,1,11.21,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.16121001825522357,0
T0014779,C00002,2025-11-26 23:41:36.227951,4.56,USD,D0086,0,2025-11-26,23,2,0,1.715598108262491,1,4.56,31,26.608709677419355,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.07192274987775371,0
T0005912,C00002,2025-11-30 19:49:57.227951,14.19,USD,D0116,0,2025-11-30,19,6,1,2.7206373166076814,1,14.19,31,26.608709677419355,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.1136831994736972,0
T0010193,C00002,2025-12-03 03:47:23.227951,52.17,USD,D0009,0,2025-12-03,3,2,0,3.973494327516247,1,52.17,31,26.608709677419355,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.07520318280240218,0
T0002833,C00003,2025-09-09 17:14:36.227951,135.01,USD,D0319,0,2025-09-09,17,1,0,4.912728412444662,1,135.01,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,-0.017940518395445526,0
T0007976,C00003,2025-09-11 04:36:36.227951,52.71,USD,D0020,0,2025-09-11,4,3,0,3.983599203917368,4,97.27,36,61.175000000000004,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.01831348895599272,0
T0008688,C00003,2025-09-11 11:20:46.227951,6.14,USD,D0262,0,2025-09-11,11,3,0,1.965712776351493,4,97.27,36,61.175000000000004,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.007662094120912011,1
T0008731,C00003,2025-09-11 16:06:27.227951,15.47,USD,D0034,0,2025-09-11,16,3,0,2.8015405441895487,4,97.27,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.011387531677372165,1
T0001799,C00003,2025-09-11 23:00:07.227951,22.95,USD,D0157,0,2025-09-11,23,3,0,3.175968323856924,4,97.27,36,61.175000000000004,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.033169360054011277,1
T0000649,C00003,2025-09-13 04:47:13.227951,7.53,USD,D0136,0,2025-09-13,4,5,1,2.143589361503588,1,7.53,36,61.175000000000004,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.03195897688477689,0
T0002853,C00003,2025-09-14 09:13:27.227951,25.94,USD,D0242,0,2025-09-14,9,6,1,3.293612170982218,3,100.39,36,61.175000000000004,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.03817516907481444,1
T0006343,C00003,2025-09-14 12:32:20.227951,53.63,USD,D0036,0,2025-09-14,12,6,1,4.000583182407627,3,100.39,36,61.175000000000004,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.010793180412566161,1
T0004271,C00003,2025-09-14 23:36:11.227951,20.82,USD,D0096,0,2025-09-14,23,6,1,3.0828269804049246,3,100.39,36,61.175000000000004,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0448231630163326,1
T0007092,C00003,2025-09-19 19:32:25.227951,17.64,USD,D0394,0,2025-09-19,19,4,0,2.925309809257445,1,17.64,36,61.175000000000004,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.09279988584008164,0
T0007045,C00003,2025-09-22 17:42:13.227951,69.42,USD,D0150,0,2025-09-22,17,0,0,4.254477313726906,1,69.42,36,61.175000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.02857141145713238,0
T0003142,C00003,2025-09-25 19:38:48.227951,86.73,USD,D0218,0,2025-09-25,19,3,0,4.474263916140292,1,86.73,36,61.175000000000004,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.027736545096611498,0
T0002465,C00003,2025-09-26 04:09:40.227951,160.37,USD,D0316,0,2025-09-26,4,4,0,5.083699864953261,1,160.37,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-0.01772645852014254,0
T0005169,C00003,2025-09-29 08:25:26.227951,135.39,USD,D0083,0,2025-09-29,8,0,0,4.915518428938784,1,135.39,36,61.175000000000004,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.057104786224876525,0
T0012224,C00003,2025-10-01 08:15:51.227951,28.55,USD,D0368,0,2025-10-01,8,2,0,3.386083743852107,1,28.55,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.09760376198772369,0
T0001133,C00003,2025-10-02 06:14:04.227951,242.08,USD,D0022,0,2025-10-02,6,3,0,5.493390607267155,1,242.08,36,61.175000000000004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.028954664529711516,1
T0013847,C00003,2025-10-08 15:48:50.227951,55.41,USD,D0166,0,2025-10-08,15,2,0,4.032646447751885,1,55.41,36,61.175000000000004,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.04226421993252416,0
T0012744,C00003,2025-10-13 09:41:38.227951,23.91,USD,D0257,0,2025-10-13,9,0,0,3.215269329274089,1,23.91,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,-0.05280730209338147,0
T0000933,C00003,2025-10-18 12:10:11.227951,1.75,USD,D0160,0,2025-10-18,12,5,1,1.0116009116784799,1,1.75,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.03993603397298612,0
T0000717,C00003,2025-10-21 04:04:27.227951,38.74,USD,D0058,0,2025-10-21,4,1,0,3.6823582371236707,1,38.74,36,61.175000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.07957128800625257,0
T0011732,C00003,2025-10-23 18:36:35.227951,10.26,USD,D0077,0,2025-10-23,18,3,0,2.421256622711544,1,10.26,36,61.175000000000004,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.04921607316306065,0
T0005805,C00003,2025-10-25 02:32:55.227951,13.84,USD,D0218,0,2025-10-25,2,5,1,2.6973262377392344,1,13.84,36,61.175000000000004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.019381291694157587,0
T0001225,C00003,2025-10-26 15:03:06.227951,4.43,USD,D0261,0,2025-10-26,15,6,1,1.691939133945844,1,4.43,36,61.175000000000004,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.026704330837286405,0
T0000882,C00003,2025-10-27 02:57:40.227951,92.63,USD,D0121,0,2025-10-27,2,0,0,4.539350844950798,1,92.63,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.06531671721259186,0
T0003542,C00003,2025-10-31 23:25:13.227951,329.32,USD,D0266,1,2025-10-31,23,4,0,5.800061881577835,1,329.32,36,61.175000000000004,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.03980074320820837,1
T0006437,C00003,2025-11-05 11:17:44.227951,129.02,USD,D0278,0,2025-11-05,11,2,0,4.867688284776323,1,129.02,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.0555335935072942,0
T0002403,C00003,2025-11-06 03:15:40.227951,14.93,USD,D0061,0,2025-11-06,3,3,0,2.768204123921957,1,14.93,36,61.175000000000004,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.055352798314144636,0
T0010680,C00003,2025-11-11 21:05:04.227951,115.21,USD,D0255,0,2025-11-11,21,1,0,4.755398899234782,1,115.21,36,61.175000000000004,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.023285000475429807,0
T0011420,C00003,2025-11-14 19:40:28.227951,54.7,USD,D0119,0,2025-11-14,19,4,0,4.019980146933238,1,54.7,36,61.175000000000004,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.11556907323756499,0
T0002944,C00003,2025-11-16 15:38:26.227951,22.98,USD,D0248,0,2025-11-16,15,6,1,3.177220149599368,1,22.98,36,61.175000000000004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.032446136083599586,0
T0010311,C00003,2025-11-24 09:31:38.227951,23.53,USD,D0108,0,2025-11-24,9,0,0,3.199896858270398,1,23.53,36,61.175000000000004,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-0.013378525526496543,0
T0008880,C00003,2025-11-26 00:33:24.227951,9.61,USD,D0349,0,2025-11-26,0,2,0,2.3617969526258915,1,9.61,36,61.175000000000004,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.03876551933128919,0
T0009105,C00003,2025-11-29 04:09:51.227951,111.28,USD,D0040,0,2025-11-29,4,5,1,4.720995751493682,2,132.35,36,61.175000000000004,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.003981967810784304,0
T0009955,C00003,2025-11-29 09:50:01.227951,21.07,USD,D0057,0,2025-11-29,9,5,1,3.094219220268645,2,132.35,36,61.175000000000004,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.009968199325980476,0
T0004361,C00003,2025-12-01 14:34:42.227951,19.21,USD,D0369,0,2025-12-01,14,0,0,3.00617753141553,1,19.21,36,61.175000000000004,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.0740094768148929,0
T0003496,C00003,2025-12-03 05:21:02.227951,30.09,USD,D0399,0,2025-12-03,5,2,0,3.4368862240706624,1,30.09,36,61.175000000000004,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.08151481540010497,0
T0007595,C00004,2025-09-06 18:46:07.227951,3.7,USD,D0289,0,2025-09-06,18,5,1,1.547562508716013,1,3.7,32,38.458125,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.04206437740618918,0
T0002801,C00004,2025-09-11 05:52:40.227951,70.05,USD,D0119,0,2025-09-11,5,3,0,4.263383854543109,1,70.05,32,38.458125,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.1103837719824114,0
T0005411,C00004,2025-09-15 02:48:05.227951,13.01,USD,D0254,0,2025-09-15,2,0,0,2.6397713603489157,2,22.86,32,38.458125,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.055912847306746394,0
T0009920,C00004,2025-09-15 05:31:33.227951,9.85,USD,D0225,0,2025-09-15,5,0,0,2.3841650799864684,2,22.86,32,38.458125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.09139760574761319,0
T0001441,C00004,2025-09-23 18:53:04.227951,25.12,USD,D0206,0,2025-09-23,18,1,0,3.2627013044082305,1,25.12,32,38.458125,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.11214912267858579,0
T0014826,C00004,2025-09-26 13:40:31.227951,4.13,USD,D0200,0,2025-09-26,13,4,0,1.6351056591826783,1,4.13,32,38.458125,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.07581618567883702,0
T0013694,C00004,2025-09-27 08:46:17.227951,10.0,USD,D0151,0,2025-09-27,8,5,1,2.3978952727983707,2,25.939999999999998,32,38.458125,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.07695069575244357,0
T0000795,C00004,2025-09-27 10:55:31.227951,15.94,USD,D0136,0,2025-09-27,10,5,1,2.8296776892239084,2,25.939999999999998,32,38.458125,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.05796323642759138,0
T0010326,C00004,2025-09-29 01:59:35.227951,45.16,USD,D0160,0,2025-09-29,1,0,0,3.832113622199844,1,45.16,32,38.458125,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.03165405957688505,0
T0008386,C00004,2025-09-30 09:06:33.227951,29.84,USD,D0010,0,2025-09-30,9,1,0,3.4288125486951286,1,29.84,32,38.458125,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.047033952397536216,0
T0006655,C00004,2025-10-02 00:25:19.227951,20.12,USD,D0137,0,2025-10-02,0,3,0,3.050220458838061,2,75.59,32,38.458125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.14039606624467205,0
T0002648,C00004,2025-10-02 17:52:11.227951,55.47,USD,D0017,0,2025-10-02,17,3,0,4.033709523684745,2,75.59,32,38.458125,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.07103622052422909,0
T0000964,C00004,2025-10-03 04:37:10.227951,27.79,USD,D0310,0,2025-10-03,4,4,0,3.3600281046240843,1,27.79,32,38.458125,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.07441702587975868,0
T0013275,C00004,2025-10-08 19:49:05.227951,30.41,USD,D0346,0,2025-10-08,19,2,0,3.447126313550555,1,30.41,32,38.458125,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,-0.1329119501555876,0
T0004648,C00004,2025-10-09 19:48:11.227951,37.94,USD,D0369,0,2025-10-09,19,3,0,3.6620219999440535,1,37.94,32,38.458125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.11223164165244015,0
T0014778,C00004,2025-10-12 22:29:04.227951,4.84,USD,D0361,0,2025-10-12,22,6,1,1.7647307968401356,1,4.84,32,38.458125,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.03687312071441062,0
T0009367,C00004,2025-10-13 13:11:17.227951,3.43,USD,D0022,0,2025-10-13,13,0,0,1.4883995840570443,1,3.43,32,38.458125,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-0.1118030945855592,0
T0001533,C00004,2025-10-15 04:40:38.227951,32.31,USD,D0110,0,2025-10-15,4,2,0,3.5058576522055884,1,32.31,32,38.458125,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,-0.10647204481316636,0
T0002239,C00004,2025-10-19 22:44:33.227951,15.9,USD,D0217,0,2025-10-19,22,6,1,2.8273136219290276,1,15.9,32,38.458125,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.099656706417113,0
